hscode,hsdesc,export_usd_mn,import_usd_mn,net_usd_mn,share_of_total_deficit_pct
2919,PHSPHRC ESTRS AND THR SLTS INCL             LACTOPHSPHTSTHR HALGNTD SLPHNTD NITRTD/   NITRSTD DRVTVS,33.12,29.79,3.33,0
7316,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF   IRON OR STEEL",6.32,2.97,3.34,0
5508,SEWING THREAD OF MAN,5.11,1.60,3.50,0
6904,"CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE",6.78,3.27,3.51,0
5811,"QUILTED TEXTILE PRODUCTS IN THE PIECE,    COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED WITH PADDING BY",4.55,1.00,3.54,0
8538,"PRTS SUITBL FR USE SOLELY/PRINCIPALLY WTH THE APPRTS OF HDG NO.8535,8536/8537",1584.39,1580.69,3.70,0
8509,ELCTRO,74.18,70.42,3.76,0
9005,BINOCULAR AND OTHR OPTCL TLSCOPS AND          MOUNTINGSTHRFR;OTHR ASTRNMCL INSTRUMNT AND  MOUNTNGS  THRFR EXCPT THE INST,13.60,9.66,3.94,0
7405,MASTER ALLOYS OF COPPER,9.14,5.19,3.95,0
8003,"TIN BARS, RODS, PROFILES AND WIRE",25.76,21.63,4.13,0
4303,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN",4.37,0.24,4.14,0
2715,BITMNS MXTRS BASD ON NATRL ASPHLT ON NATRLBITUMEN ON PETRLM BITMENS/MNRL TAR/ON MNRLTAR PITCH(E.G.BITUMNOUS MASTICS CUT,6.82,2.53,4.30,0
3501,"CASEIN, CASEINATES AND OTHER CASEIN       DERIVATIVES; CASEIN GLUES",18.45,14.14,4.31,0
5905,TEXTILE WALL COVERINGS,6.31,1.85,4.46,0
2847,"HYDROGEN PEROXIDE, WHETHER OR NOT         SOLIDIFIED WITH UREA",20.83,16.27,4.56,0
9507,"FISHING RODS,FISH",10.35,5.70,4.66,0
4909,PRNTD OR ILUSTRTD POSTCRDS PRNTD CRDS     CNTNG GREETNGS MESAGE OR ANOUNCMNTS W/N   ILSTRTD WITH ENVLPS OR TRIMNGS OR NO,5.07,0.38,4.69,0
2618,GRNULATD SLAG(SLAG SAND) FROM IRON/STEEL,15.36,10.61,4.75,0
7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES",6.73,1.93,4.80,0
4410,PARTCLE BORD AND SMLR BORD OF WOOD OTHER  LIGNUS MATRLS W/N AGLOMRTD          WITH  RESIN OR OTHR ORGNIC BINDG SUBSTS,11.26,6.45,4.80,0
2820,MANGANESE OXIDES,30.30,25.37,4.94,0
6306,"TARPAULINS, AWNINGS AND SUNBLINDS; TENTS(INCL  CANOPIES, SMLR ART); SAILS FOR BOATS,SAILBOARDS OR LANDCRAFT; CAMPING GOODS",18.78,13.82,4.96,0
3503,"OTHER ALBUMINATES AND OTHER ALBUMIN DRVTVS  GELATIN DRVTVS;ISINGLASS;OTHER GLUES OF   ANML ORIGIN,EXCL CASEIN GLUES OF H",45.67,40.47,5.19,0
2830,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT  CHEMICALLY DEFINED",19.18,13.94,5.24,0
5401,SEWING THREAD OF MAN,18.73,13.39,5.34,0
2305,"OIL CAKE AND OTHR SOLID RESIDUS,OBTND FROM  GRNDNUT OIL EXTRCTN W/N GRND/PLLTS FORM",5.45,0.00,5.45,0
2828,HYPOCHLORITES; COMMERCIAL CALCIUM         HYPOCHLORITES; CHLORITES; HYPOBROMITES,29.28,23.76,5.52,0
5310,WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BASE FIBRES OF HEADING 5303,78.05,72.49,5.56,0
4905,"MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRIN",5.64,0.08,5.57,0
0403,"BUTTR MLK,CRDLD MLK,CRM,YOGRT,KPHIR,FRMNTD/ACDFD MLK,CRM W/N CNSTRD/CNTNG SUGAR/OTR SWTNG MATR/FLVRD/CNTNG FRUIT NUTS",5.78,0.00,5.78,0
5106,YRN OF CRDED WOOL NT PUT UP FR RETAIL SALE,7.58,1.76,5.82,0
2920,ESTRS OF OTHR INORGNC ACIDS(EXCL ESTRS OF HYDRGN HALIDES)AND THR SLTS THR HALGNTD     SLPHNTD NITRTD/NITRSTD DRVTVS,91.21,85.30,5.91,0
0507,"UNWRKD/SMPLY PRPD NT SHAPD IVORY,TORTOISE SHELL,WHALE BONE AND ITS HAIR,HRNS,ANTLERS, HOOVS,NAILS,CLAWS AND BEAKS;THR PW",6.18,0.00,6.18,0
2844,RADIOACTIVE CHMCL ELMNTS AND RADIOACTIVE ISOTOPES(INCL FISSLE/FRTLE CHMCL ELMNTS AND ISOTOPES)ANDTHEIR COMPNDS;MIXTURES,6.19,0.00,6.19,0
1703,MOLSES RSLTD FROM THE EXTRCTN/RFNG OF SUGR,7.26,1.03,6.23,0
4822,"BOBINS SPOOLS COPS AND SIMLR SUPORTS OF   PAPR PULP, PAPR/PAPRBORD W/N PRFORTD/HRDND",10.98,4.63,6.35,0
2104,SOUPS AND BROTHS AND PREPARATIONS         THEREFOR; HOMOGENISED COMPOSITE FOOD      PREPARATIONS,6.96,0.33,6.63,0
7118,COIN,7.08,0.40,6.68,0
2846,"CMPNDS,INORGNC/ORGNC OF RARE",29.76,23.03,6.73,0
2852,"COMPOUNDS, INORGANIC OR ORGANIC, OF       MERCURY, EXCLUDING AMALGAMS",7.59,0.75,6.84,0
4910,ALL PRINTD CALENDARS INCLDNG CALNDAR BLCKS,7.63,0.60,7.03,0
2514,SLATE W/N ROUGHLY TRMMD/MERELY CUT BY     SAWING/OTHRWSE INTO BLKS/SLBS             OF A RCTNGLR AND SQ SHAPE,7.38,0.02,7.36,0
5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE  FIBRES; WOVEN FABRICS OF PAPER YARN,11.47,4.11,7.36,0
2824,LEAD OXIDES; RED LEAD AND ORANGE LEAD,9.86,2.08,7.78,0
6812,"FBRCTD ASBSTS FBRS,ASBSTS AND MG",9.58,1.77,7.81,0
7301,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM         ASSEMBLED ELEMENTS; WELDED ANGLES, S",17.85,9.91,7.94,0
2908,"HALGNTD,SLPHNTD,NITRTD/NITRSTD            DRVTVS OF PHENOLS/PHENOL",31.86,23.89,7.97,0
9601,"WRKD IVORY,BONE,TORTOISE",8.52,0.43,8.10,0
2938,"GLYCOSIDES, NATURAL OR REPRODUCED BY      SYNTHESIS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES",77.43,69.24,8.19,0
5109,"YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP  FOR RETAIL SALE",8.97,0.31,8.66,0
9307,"SWORDS, CUT LASSES, BAYONETS, LANCES AND  SIMILAR ARMS AND PARTS THEREOF AND        SCABBARDS AND SHEATHS THEREFOF",8.81,0.00,8.81,0
1903,TPIOCA AND SUBSTTUTES PRPD FRM STRCH IN FORMOF FLKS GRAINS PERLS SFTNGS/IN SMLR FORMS,9.06,0.19,8.87,0
6213,HANDKERCHIEFS,9.35,0.44,8.91,0
1208,"FLOURS AND MEALS OF OIL SEEDS OR          OLEAGINOUS FRUITS, OTHER THAN THOSE OF    MUSTARD",8.93,0.02,8.91,0
2834,NITRITES; NITRATES,26.98,18.00,8.98,0
4420,MARQUTY AND INLAID WOOD;CASKETS/CASES FOR   JWELRY/CTLRY AND SMLR ARTCLS STATUETS AND   OTHR ORNAMTS OF WOOD NT FALLNG I,11.51,2.32,9.20,0
6405,OTHER FOOTWEAR,10.21,1.00,9.21,0
2911,"ACTLSAND HEMIACTLS,W/N WTH OTHR OXYGN FNCTNANDTHR HALGNTD,SLPHNTD NITRTD/NITRSTD DRVTVS",14.86,5.19,9.67,0
7901,UNWROUGHT ZINC,811.74,802.00,9.74,0
6112,"TRACK SUITS, SKI SUITS AND SWIMWEAR,      KNITTED OR CROCHETED",20.01,10.11,9.90,0
1902,"PASTA, WHETHER OR NOT COOKED OR STUFFED ( WITH MEAT OR OTHER SUBSTANCES) OR         OTHERWISE PREPARED, SUCH AS SPAGHETT",62.95,52.96,9.99,0
1518,"ANML,VEG/MICROB FAT,OIL,FRCN EXCL1516;INEDIBLE MXTR/PRPN_ANML,VEG/MICROB FAT/OIL/FRCTN OF DIFF FAT/OIL,NT ELS WHR SPECFD",64.00,54.01,10.00,0
2832,SULPHITES; THIOSULPHATES,23.16,13.13,10.03,0
2931,OTHER ORGANO,212.05,201.89,10.16,0
3813,PRPNS AND CHARGES FOR FIRE EXTINGUISHERS    CHARGED FIRE,16.98,6.64,10.33,0
1107,MALT WHETHER OR NOT ROASTED,13.20,2.79,10.41,0
7903,"ZINC DUST, POWDERS AND FLAKES",23.23,12.73,10.50,0
4106,TANED/CRUST HIDE AND SKINS OF OTHER ANIMLS    WOUT WOOL/HAIR WON SPLIT BUT NOT FURTHERPREPARED.,14.22,3.71,10.51,0
3811,ANTI,417.12,406.56,10.56,0
8303,ARMORD/REINFRCD SAFES STRONG BOXS AND DOORS AND SAFE DPOST LCKRS FR STRNG ROOMS CSH/DEEDBOXS ETC OF BASE METAL,22.97,12.01,10.96,0
5207,COTTON YARN (OTHER THAN SEWING THREAD) PUT UP FOR RETAIL SALE,11.25,0.22,11.03,0
5204,COTON SEWNG THRED W/N PUT UP FOR RETL SALE,12.04,0.42,11.62,0
0714,"MANIOC, ARROWROOT, SALEP, JERUSALEM       ARTICHOKES, SWEET POTATOES AND SIMILAR    ROOTS AND TUBERS WITH HIGH STARCH",11.69,0.05,11.64,0
2404,"PRDCT OF TOBC,RECONSTD TOBC/NICO SUBST,INTND FR INTAKE W/T COMBUSTION;OTR NICO PRDCT INTND FR INTAKE OF NICO INTO BODY",11.90,0.06,11.84,0
5512,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF       SYNTHETIC STAPLE FIBRES",40.72,28.67,12.06,0
0207,"MEAT AND EDINLE OFFAL OF THE POULTRY OF   HEADING NO.01.05, FRESH CHILLED OR FROZEN",13.02,0.83,12.18,0
8305,FITNGS FR LOOSE LEAF BINDRS/FILS LETR CLPSLETR CRNRS PAPR CLPS INDXNG TGS AND SMLR    OFFCE ARTCLS STPLS IN STRIPS OF BS,20.69,8.38,12.32,0
9614,"SMOKNG PIPES(INCL PIPE BOWLS)AND CIGAR/     CIGARETTE HLDRS,AND PRTS THEREOF",14.16,1.33,12.84,0
6217,"OTHER MADE UP CLOTHING ACCESSORIES; PARTS OF GARMENTS OR OF CLOTHING ACCESSORIES,   OTHER",22.44,9.47,12.97,0
4007,VULCANISED RUBBER THREAD AND CORD,20.93,7.67,13.27,0
4417,"TOOLS, TOOL BODIES, TOOL HANDLES, BROOM OR BRUSH BODIES AND HANDLES, OF WOOD; BOOT  OR SHOE LASTS AND TREES, OF WOOD",18.62,5.13,13.48,0
2105,ICE CREAM AND OTHR EDBL ICE W/N CONTNG COCOA,15.23,1.67,13.57,0
5202,COTON WAST(INCL YARN WAST AND GRNTED STOCK),44.61,30.59,14.01,0
9603,"BROOMS, BRUSHES (INCLUDING BRUSHES        CONSTITUTING PARTS OF MACHINES, APPLIANCES OR VEHICLES), HAND",123.66,109.54,14.12,0
5609,"ARTCLS OF YRN,STRP/THE LIKE OF HDNG NO.   5404/5405 TWINE,CORDGE,ROP/CBLS N.E.S.",17.89,3.72,14.16,0
4411,FIBR BORD OF WOOD OR OTHR LIGNEUS MATRLS  W/N BONDED WITH RESIN/OTHR ORGNIC SUBSTS,56.81,42.54,14.27,0
2839,SILICATES; COMMERCIAL ALKALI METAL        SILICATES,22.31,7.80,14.51,0
6505,"HATS AND OTHER HEADGEAR, KNITTED OR       CROCHETED, OR MADE UP FROM LACE, FELT OR  OTHER TEXTILE FABRIC, IN THE PIECE",39.11,24.41,14.70,0
8484,"GASKETS AND SMLR JOINTS OF MTL SHTNG CMBND  WTH OTHR MTRL;SETS/ASSRTMNTS OF GSKTS AND   SMLR JOINTS,PUT UP IN POUCHES,EN",194.75,180.00,14.74,0
5802,"TERRY TOWELLING AND SMLR WVN TERRY FBRCS,EXCPT NARROW FBRCS OF HDG 5806;TUFTED TXTL FBRCS,EXCPT PRDCTS OF HDNG NO 5703",15.29,0.52,14.77,0
2302,BRAN SHARPS AND OTHR RESIDUS W/N IN THE     FORMOF PELLETS DRVD FRM THE SIFTNG MLLNG/ OTHR WORKING OF CEREALS/OF LEGUMIN,30.97,16.15,14.82,0
1007,GRAIN SORGHUM,14.93,0.00,14.93,0
1204,"LINSEED, WHETHER OR NOT BROKEN",15.57,0.55,15.03,0
6813,FRICTION MATRL AND ARTCLS NT MOUNTD FOR     BRAKES ETC WTH A BASIS OF ASBSTS/         CELLULOSEETC W/N CMBND WTH TXTL/OT,89.46,74.36,15.10,0
2802,"SULPHUR, SUBLIMED OR PRECIPITATED;        COLLOIDAL SULPHUR",18.46,2.95,15.51,0
3827,"MIXTURES CONTAINING HALOGENATED DERIVATIVES OF METHANE,ETHANE OR PROPANE, NOT ELSEWHERE SPECIFIED OR INCLUDED",49.31,33.38,15.93,0
7116,ARTCLS OF NATRL/CULTRD PEARLS PRCS/SEMI   PRCS STONES(NATRL SYNTHTC/RECNSTRCTD),40.62,24.38,16.25,0
0401,"MILK AND CREAM, NOT CONCENTRATED NOR      CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER",21.45,5.12,16.33,0
7413,"STRANDED WIRE, CABLES, PLATED BANDS AND   THE LIKE, OF COPPER, NOT ELECTRICALLY     INSULATED",31.30,14.67,16.62,0
5212,OTHER WOVEN FABRICS OF COTTON,22.26,5.61,16.65,0
2819,CHROMIUM OXIDES AND HYDROXIDES,31.20,14.40,16.80,0
2823,TITANIUM OXIDES,81.18,63.95,17.23,0
2009,"FRUIT/NUT JUICS(INCL GRAPE MST,COCONT WTR)/VEG JUICE UNFRMNTD AND NT CNTNG ADDED SPRT,W/N CNTNG ADDED SGR/SWTNING MTR",48.10,30.59,17.51,0
5408,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN,",32.40,14.64,17.76,0
2914,"KTNS AND QUINONES,W/N WTH OTHR OXYGN FNCTN, THR HALGNTD SLPHNTD NITRTD/NITRSTD DRVTVS",564.40,546.64,17.77,0
1517,"MARGARINE; EDBLE MXTR/PREPRN OF ANMAL ,VEG/MICROBIAL FAT/OIL/OF FRCTN OF DIFF FAT/OIL,EXCL EDBLE FAT,OIL/FRACTN OF 1516",22.22,3.53,18.70,0
4414,"WOODEN FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS",20.67,1.85,18.82,0
3914,"ION EXCHANGERS BASED ON POLYMERS OF       HEADINGS 3901 TO 3913, IN PRIMARY FORMS",93.17,74.32,18.85,0
4602,BASKET/WICKER WORK AND OTHR ARTICLS MADE TO SHAPE FROM PLAITNG MATERLS OR FROM GOODS  OF HDNG 4601 ARTCLS OF LOOFAH,23.27,4.38,18.89,0
3211,PREPARED DRIERS,24.46,5.46,19.00,0
4402,WOD CHRCL(INCL SHL/NUT CHRCL) W/N AGLOMRTD,48.31,29.25,19.06,0
3202,SYNTIC ORGNC TNNG SUBSTNCS  INORGNIC TNNG SUBSTNCS TNNG PRPTNS W/N CONTG NATRL TNNG SUBSTNCS ENZYMTIC PREPTNS FOR PRE,34.56,15.48,19.08,0
4803,"TOILT/FACIAL TSU STCK ETC FR HOUSHLD/SNTRYPURPS,CLLS WDNG AND WEBS OF CLLS FBRS,W/N   CRPD,CRNKLD,EMBSD ETC IN RLS OF WD",42.10,23.02,19.09,0
8201,"HND TOOLS LIKE SPADES,SHOVELS,HOES,FORKS  AXES AND SIMLR SEWING TOOLS SECATRS",38.39,19.12,19.27,0
7603,ALUMINIUM POWDERS AND FLAKES,35.64,16.07,19.57,0
4817,ENVLOPS LTR PLAIN POSTCRD AND CORESPONDNCE  CARDS OF PAPR/PAPRBORD BOX POUCH ETC      AND ASORTMNT OF PAPR STATIONRY,22.01,1.88,20.13,0
2841,SALTS OF OXOMETALLIC OR PEROXOMETALLIC    ACIDS,88.08,67.56,20.52,0
2203,BEER MADE FROM MALT,37.16,16.63,20.54,0
8604,"RLWAY/TRMWAY MAINTNANC/SRVC VHCLS,W/N SLF PRPLD(E.G.WRKSHOPS,CRNS,BALAST TMPRS,     TRCKLNRS,TSTNG COCHS AND TRCK INSPCT",43.12,22.38,20.74,0
0104,LIVE SHEEP AND GOATS,23.42,2.65,20.76,0
3203,COLRNG MATR OF VEGTBL/ANML ORGN(INCL DYNG EXTRCT   EXCL ANML BLCK)W/N CMCLY DFND,32.79,11.98,20.81,0
6803,WRKD SLATE AND ARTCLS OF SLATE/AGLMRTD SLATE,21.14,0.07,21.07,0
8546,ELECTRICAL INSULATORS OF ANY MATERIAL,194.54,173.31,21.22,0
7415,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR  ARTICLES, OF COPPER OR OF IRON OR ST",64.37,42.82,21.55,0
7214,OTHER BARS AND RODS OF IRON OR NON,91.27,68.12,23.15,0
7609,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR      EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",40.47,17.26,23.21,0
4903,"CHILDRENS PICTURE, DRAWING OR COLOURING  BOOKS",29.97,5.68,24.29,0
0807,"MELONS (INCLUDING WATERMELONS) AND PAPAWS (PAPAYAS), FRESH",24.49,0.07,24.42,0
8404,"AXLRY PLNT,USD WTH BOILRS OF HDG NO.8402/ 8403(E.G. ECNMSRS,SUPR",46.40,21.78,24.62,0
7904,"ZINC BARS, RODS, PROFILES AND WIRE",27.74,2.80,24.94,0
8306,"BELS GONGS AND THE LIKE NON ELCTRC OF BSE   METL STATUETTES ETC OF BSE METL PHOTGRPH  PICTR,FRMS,MIRRORS ETC OF BSE METL",36.37,11.32,25.05,0
6912,CERMC TABLEWARE KITCHENWARE OTHR HOUSEHOLDARTCLS ETC OTHR THAN OF PORCELAIN OR CHINA,42.90,17.54,25.35,0
0402,MLK AND CRM CNCNTD/CONTNG SUGR/SWETNG MATR,29.07,3.71,25.35,0
3213,"ARTISTS STUDENTS/SIGNBRD PNTRS COLRS    MODFYNG TINTS ETC IN TBLTS TUBES JARS     BTTLS,PANS/IN SMLR FORMS/PCKNGS",29.94,4.48,25.46,0
1806,CHOCOLATE AND OTHER FOOD PREPARATIONS     CONTAINING COCOA,186.88,161.42,25.47,0
0603,"CUT FLOWERS AND FLOWER BUDS OF A KIND     SUITABLE FOR BOUQUETS OR FOR ORNAMENTAL   PURPOSES, FRESH, DRIED, DYED, BLEACH",29.14,2.87,26.26,0
3005,"WADDING, GAUZE, BANDAGES AND SIMILAR      ARTICLES (FOR EXAMPLE, DRESSINGS, ADHESIVE PLASTERS, POULTICES), IMPREGNATED O",79.11,52.76,26.35,0
6216,"GLOVES, MITTENS AND MITTS",31.45,4.72,26.73,0
7309,RESERVRS AND CONTAINRS FR ANY MATRL(OTHR    THNCMPRSD/LIQD GAS)OF IRN/STL,63.19,36.21,26.97,0
1203,COPRA,42.20,14.67,27.52,0
6903,"OTHR RFRCTRY CERAMIC GDS(RETORTS,CRCBLS ,MUFFLES,NOZZLES,PLUGS,TUBES,SHEATHS, RODS AND SLIDGE GATES), EXCL SILICUS FOSSILS",110.59,82.84,27.75,0
5601,"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES, NOT EXCEEDING 5MM IN LENG (FLOCK), TEXTILE DUST A MIL NEPS",94.11,66.20,27.91,0
0604,"FOLAGE BRNCHS AND OTHR PLNT PRTS,GRSES,MOSESAND LICHNS FOR BOQETS/ORNMNTL PURPSES,FRSH, DRIED DYED,BLECHD,IMPRGNTD/OTHRW",28.82,0.78,28.04,0
6811,ARTICLES OF ASBESTOS,33.24,5.09,28.15,0
8406,STEAM TURBINES AND OTHER VAPOUR TURBINES,156.24,127.77,28.47,0
9406,PREFABRICATED BUILDINGS,94.93,66.31,28.62,0
9609,"PENCILS (OTHER THAN PENCILS OF HEADING    9608 ), CRAYONS, PENCIL LEADS, PASTELS,   DRAWING CHARCOALS, WRITING OR DRAWIN",53.22,24.54,28.68,0
2927,DIAZO,73.99,44.68,29.31,0
9014,DIRECTION FINDING COMPASSES; OTHER        NAVIGATIONAL INSTRUMENTS AND APPLIANCES,166.94,137.61,29.33,0
8713,"INVALID CARRIAGES,W/N MOTIRISED/OTHERWISE MECHANICALLY PROPELLED",47.76,17.43,30.34,0
0305,FISH DRIED SALTED OR IN BRINE;SMOKED FISH WHETHER OR NOT COOKED BEFORE OR DURING THE SMOKING PROCESS;,37.96,7.41,30.55,0
2817,ZINC OXIDE; ZINC PEROXIDE,50.92,18.29,32.64,0
5514,WVN FBRCS OF SYNTHTC STPL FBRS CNTNG< 85% BY WT OF SUCH FBRS MXD MAINLY/SOLELY      WITH COTTON OF A WT EXCDG 170 G/M2,38.36,5.62,32.74,0
5003,SLK WSTE (INCLD COCOONS NT SUTBLE FR RELNGYARN WSTE AND GARNTE STOCK),34.82,2.02,32.81,0
1516,"ANML/VEG/MICROBL FATS,OILS,ITS FRCTN PRTLY/WHLY HYDROGNTD INTR",109.70,76.89,32.81,0
2526,NATRL STEATITE W/N ROUGHLY TRMMD/MERELY   CUT BY SAWINGS/OTHRWSE INTO BLKS/         SLABS OF A RECTNGLR (INCL SQ) SHAPE,42.59,8.94,33.65,0
0702,"TOMATOES, FRESH OR CHILLED",33.70,0.00,33.70,0
6801,"SETTS, CURBSTONES AND FLAGSTONES, OF      NATURAL STONE (EXCEPT SLATE)",34.58,0.20,34.38,0
7418,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT        SCOURERS AND SCOURING OR POLISHING P",62.55,28.03,34.52,0
2005,OTHR VGTBLS PRPD/PRSVD OTHRWSE THN BY     VENEGAR/ACETIC ACID NT FRZN OTHR THN      PRDTCS OF HDNG NO,48.65,13.39,35.26,0
4010,CNVYR TRNSMSSN BLTS/BLTNG OF VULCNSD RUBR,200.85,165.23,35.62,0
4601,PLNTS AND SMLR PRDCTS OF PLATNG MATRLS PLATSAND SMLR PRODCTS PLACD SIDE BY SIDE AND BOUND TOGETHER IN FORM OF SHEETS (E.,41.03,5.06,35.97,0
7310,"TANKS,DRUMS ETC AND SMLR CONTNRS FOR        MATERLS(OTHR THN CMPRSD/LQFD  GAS)",96.40,60.41,35.99,0
5516,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES,67.95,30.90,37.05,0
2831,DITHONITES AND SULPHOXYLATES,37.44,0.22,37.22,0
2513,"PUMICE STONES; EMERY; NATURAL CORUNDUM,   NTURAL GARNET AND OTHER NATRUAL ABRASIVES, WHETHER OR NOT HEAT",38.86,1.24,37.62,0
7412,"COPR TUBE/PIPE FITNG(CUPLNGS,ELBOWS,SLEVS)",78.21,39.68,38.53,0
2517,PEBBLES GRVL BRKN/CRSHD STONE COMMONLY    USDFR CONCRETS AGGRGTS FR RD MTLNG ETC    PWDR  ETC OF HOG NO 2515/2516 W/N HE,64.48,25.44,39.03,0
5801,"WOVEN PILE FABRICS AND CHENILLE FABRICS,  OTHER THAN FABRICS OF HEADING 5802 OR 5806",62.02,22.70,39.32,0
0811,"FRUIT AND NUTS, UNCOOKED OR COOKED BY     STEAMING OR BOILING IN WATER, FROZEN,     WHETHER OR NOT CONTAINING ADDED SUGA",46.59,7.00,39.59,0
8203,"FILES, RASPS, PLIERS (INCLUDING CUTTING   PLIERS), PINCERS, TWEEZERS, METAL CUTTING SHEARS, PIPE",66.60,26.46,40.14,0
8307,FLXBL TUBNG OF BSE METL WTH/WTHOUT FTNGS,113.78,73.47,40.32,0
0406,CHEESE AND CURD,61.42,20.91,40.52,0
5511,YARN(OTHR THN SWNG THREAD)OF MAN,41.06,0.08,40.98,0
7401,COPER MATTES;CEMENT COPER(PRECIPITD COPER),41.51,0.25,41.26,0
1103,"CEREAL GROATS, MEAL AND PELLETS GROATS AND MEAL :",42.71,0.13,42.59,0
5513,"WOVEN FBRCS OF SYNTHTC STAPLE FIBRES      CNTNGLESS THN 85% BY WT OF SUCH FIBRES,MXD MNLYOR SOLELY WTH COTTON OF WT<=170",48.13,4.61,43.52,0
5309,WOVEN FABRICS OF FLAX,99.41,55.36,44.05,0
7220,FLAT,201.77,157.56,44.21,0
4205,OTHER ARTICLES OF LEATHER OR OF           COMPOSITION LEATHER,51.06,5.93,45.13,0
4419,"TABLEWARE AND KITCHENWARE, OF WOOD",76.60,31.23,45.37,0
0813,"FRUIT, DRIED, OTHER THAN THAT OF HEADINGS 0801 TO 0806; MIXTURES OF NUTS OR DRIED   FRUITS OF THIS CHAPTER",66.07,20.31,45.75,0
6210,"GARMENTS, MADE UP OF FABRICS OF HEADING   5602, 5603, 5903, 5906 OR 5907",65.21,18.24,46.97,0
2936,"PROVITAMINS AND VITAMINS, NATURAL OR      REPRODUCED BY SYNTHESIS (INCLUDING NATURAL CONCENTRATES), DERIVATIVES THEREOF",302.68,255.51,47.17,0
5210,"WOVN FBRCS CONTNG<85% COTON,MXD MAINLY    OR SOLELY WTH MANMADE FBRS WEGHNG<=200G/M2",63.74,15.21,48.53,0
4112,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT",57.42,8.09,49.33,0
7216,"ANGLS,SHAPES AND SCTNS OF IRON/NON",73.40,22.12,51.28,0
1102,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN,55.11,1.10,54.01,0
2525,MICA INCLUDING SPLITTINGS MICA WASTE,57.92,3.91,54.01,0
8215,"SPOONS, FORKS, LADLES, SKIMMERS, CAKE",71.60,15.21,56.39,0
4802,"UNCOTD PAPR AND PAPRBORD FOR WRTNG,PRNTNG ORGRPHIC PRPSES,PNCH CRD STCKANDPNCH TPE PAPR OF HDNG 4801/4803 ; HND",291.13,234.30,56.83,0
2845,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY",57.62,0.00,57.62,0
6506,"OTHER HEADGEAR, WHETHER OR NOT LINED OR   TRIMMED",71.63,13.52,58.11,0
2829,CHLORATES AND PERCHLORATES; BROMATES AND  PERBROMATES; IODATES AND PERIODATES,75.15,16.52,58.63,0
0504,GUTS,58.91,0.00,58.91,0
3605,MTCHS EXCL PYRTCHNC ARTCLS OF HDNG NO 3604,59.52,0.04,59.49,0
8410,"HYDRAULIC TURBINES, WATER WHEELS,         ANDREGULATORS THEREFOR",68.16,6.15,62.01,0
2619,SLAG DROSS (OTHR THN GRNLTD SLAG) SCALINGSAND OTHER WASTE FROM THE MNFR OF IRON/STEEL,67.32,3.32,64.00,0
4012,"RETREADED OR USED PNEUMATIC TYRES OF      RUBBER, SOLID OR CUSHION TYRES, TYRE      TREADS AND TYRE FLAPS, OF RUBBER",81.24,16.25,64.98,0
5608,KNOTD NTNG OF TWNE CORDGE/ROPE;MDE UP     FSHNG NETSAND OTR MDE UP NETS OF TXTL MATRLS,101.80,36.59,65.21,0
1008,"BUCKWHEAT, MILLET AND CANARY SEED; OTHER  CEREALS",67.20,1.48,65.72,0
9028,"GAS,LQD/ELECTRICITY SUPPLY/PRODUCTION     METERS,INCL CALIBRATING METERS THEREFOR",106.49,40.18,66.31,0
